Route ID;Step ID;Town A;Town B;Distance;Driver name
194842;2;ST LOUIS;HESINGUE;3.096;Ana HANSEN
217562;23;SANTILLY;SAVIGNY EN SANCERRE;104.237;Maryia SCHMIDT
227285;18;COMBEFA;MONTEGUT;185.224;Anne MEYER
64421;4;FRANQUEVILLE ST PIERRE;FRESNOY FOLNY;56.782;Giovanni FERRARI
16582;4;MONTFRIN;MEYNES;3.034;Jan MOROZOVA
157873;1;USTARITZ;COUSOLRE;872.815;Anastasiya DAVIES
139819;18;BOURGNAC;ST MEDARD;72.708;Michael SILVA
18584;3;PAZIOLS;COUSTOUGE;22.689;Hans RUIZ
62781;18;PESLIERES;LA CHAPELLE GENESTE;18.24;Aleksandr MÜLLER
208943;6;ACCOUS;CETTE EYGUN;3.977;Yuliya KOVÁCS
54851;3;CESSON;NANDY;3.936;Igor SMIRNOVA
94883;4;BAURECH;CAPIAN;8.461;Vladymyr SMIRNOVA
270446;27;SAULX LES CHAMPLON;GRIMAUCOURT EN WOEVRE;11.949;Christian PETROV
139697;12;MAGNAC LAVAL;DROUX;7.303;Nikolay POPOVA
282790;16;POULLIGNAC;DEVIAT;2.417;Nykolai COSTA
253387;18;LE PONT CHRETIEN CHABENET;ST GAULTIER;5.833;Peter MORENO
76389;4;THIEULOY ST ANTOINE;BRETEUIL;24.895;Marta MARTIN
191730;3;MENERVILLE;BOINVILLIERS;6.318;Mario FISCHER
75010;10;ROMAGNE SOUS LES COTES;GREMILLY;6.015;Pavel SIMON
224908;2;CIBOURE;USTARITZ;15.297;Martin BONDARENKO
164707;2;PLONEVEZ DU FAOU;LANDELEAU;6.738;Klaus RICHTER
62459;2;LA ROCHE DE RAME;PUY ST VINCENT;13.179;Michel NIELSEN
112455;28;POISEUL LA GRANGE;ECHALOT;4.532;Paul MEIER
52202;3;ST VAAST EN CAMBRESIS;AVESNES LES AUBERT;4.125;Alexander POPOV
215429;23;MEURSANGES;CHATELAY;57.837;Denis PEREIRA
205728;23;LIGNIERES LES ROYE;MAISONCELLE TUILERIE;32.289;Maryia KOVÁCS
275682;22;DUN;LIEURAC;4.496;Mária KUZNETSOV
181590;19;FAYS;MONTREUIL SUR THONNANCE;14.636;Andrey ANDERSSON
209235;12;LYAS;GILHAC ET BRUZAC;16.659;Aleksey TORRES
125769;19;MOSNES;PANZOULT;60.863;Evgeniy SILVA
74086;11;PERIGNE;FONTIVILLIE;12.369;Igor ROMERO
54740;5;BREITENBACH;TRAUBACH LE BAS;39.571;Manfred MEYER
127384;5;ST MARCELLIN;VIELPRAT;112.676;Marie SMITH
140545;1;SAULZOIR;ERCHIN;20.648;Giuseppe MARIN
232544;3;BERCENAY LE HAYER;LA VENDUE MIGNOT;43.248;Anne VARGA
47775;2;BEAUFORT EN ARGONNE;BONCOURT;62.119;Maryia HOFFMANN
154225;12;ST LAURENT BAINS LAVAL D AURELLE;LA GARDE;173.572;Pavel TÓTH
264899;9;NIEUDAN;CEZENS;48.236;Marina PEREIRA
127443;25;BELESTA;CARAMANY;5.518;Giovanni JOHNSON
100384;15;CROUAY;ST CONTEST;30.819;Andrea SHEVCHENKO
259466;9;BLAVOZY;ESPALY ST MARCEL;9.171;David HOFFMANN
133342;11;RIVAS;ST THOMAS LA GARDE;12.994;Manfred SCHMID
13440;9;LE VAUDREUIL;DOUVILLE SUR ANDELLE;11.353;Sandra WEBER
240353;15;LA CHAPELLE AUX FILTZMEENS;TREFUMEL;16.008;Francesco LOPEZ
137207;1;LA CHAPELLE GLAIN;LA SALLE LES ALPES;666.319;John PAVLOVA
230963;5;CLANSAYES;MONTELIMAR;20.105;Ivan NAVARRO
25737;14;AUTET;DENEVRE;4.374;Mario PETROVA
280164;13;ST FRICHOUX;SALLELES D AUDE;30.544;Paul ALVAREZ
90608;33;MATIGNON;ST BRIAC SUR MER;12.34;Pavel SANTOS
140161;24;VIENNE EN BESSIN;FONTAINE HENRY;11.745;Dmitriy ROMERO
123206;28;RAMOUS;SAUBRIGUES;36.751;Anne KARLSSON
200143;1;ONDES;GENEBRIERES;28.167;Giovanni SCHÄFER
79750;13;MARCILLY SUR VIENNE;LE RETAIL;91.004;Francesco MEIER
18495;8;LES GRANGETTES;MONTPERREUX;2.563;Piotr WILSON
271160;9;STE FEREOLE;TUDEILS;24.998;Aleksey RUSSO
151687;7;ANSIGNAN;TRILLA;2.662;Daniel HERNANDEZ
95319;19;CONDAMINE;LABALME;5.008;Alina MARTIN
255777;26;BRAY ET LU;VIRONVAY;33.246;Rosa PETROVA
196922;17;ST MICHEL ESCALUS;LINXE;5.919;Juan EVANS
193232;6;ST ETIENNE DU VAUVRAY;VIRONVAY;4.038;Mario MOROZOVA
95730;15;FRESNES TILLOLOY;AVESNES EN VAL;26.286;Marie NIELSEN
184405;15;MOEURS VERDEY;SARON SUR AUBE;17.633;Thomas KARLSSON
257156;12;BAROU EN AUGE;CROUTTES;12.89;Petra IVANOVA
188857;5;LA ROQUETTE SUR VAR;GREOLIERES;22.087;Patrick TORRES
142779;15;AUBIN;ANGLARS ST FELIX;12.981;Wolfgang FERNANDEZ
14132;3;ST AUNES;BAILLARGUES;4.363;Richard KOVALENKO
123567;23;SAFFRES;MASSINGY LES VITTEAUX;3.293;Francesco TÓTH
215882;42;FRECOURT;BAZEGNEY;67.73;Martin KARLSSON
194491;1;PAILHES;MURVIEL LES BEZIERS;4.641;Yvan MOROZOVA
232816;12;CHAMBILLY;ETROUSSAT;60.236;Aleksey FERREIRA
214810;36;MAUREMONT;ITXASSOU;250.241;Anastasiya HOFFMANN
25231;2;ST SAURY;DRULHE;47.15;Sergey MAGOMEDOV
146591;13;TARTONNE;LAMBRUISSE;6.201;Andrey TAYLOR
293526;15;BRETTES;ASNIERES EN POITOU;21.198;Marta JIMENEZ
135238;12;LA GRIPPERIE ST SYMPHORIEN;ST SULPICE DE ROYAN;13.812;Piotr TAYLOR
137972;14;LIZIO;ST SERVANT;3.919;Marta ROBERTS
57179;10;VISAN;PONT ST ESPRIT;25.665;Mária WAGNER
92262;3;BREUILLET;L EGUILLE;5.907;Darya SHEVCHENKO
133704;15;CELLES;JARNAC;19.173;Mariya KRAVCHENKO
200977;19;ALIEZE;CHEIGNIEU LA BALME;84.858;Aleksey FERNANDEZ
93611;16;NAY;RAIDS;4.272;Roman JOHANSSON
240002;14;VILLY SUR YERES;LES IFS;7.364;Evgeniy PAVLOVA
254836;23;BAZOGES EN PAILLERS;EVELLYS;175.051;Yvan JIMENEZ
74142;19;VILLIERSFAUX;MARCHENOIR;33.554;Tatiana POPOV
7428;27;LE LUOT;ST JEAN DES CHAMPS;11.729;Sandra PEREIRA
62653;13;PUYCALVEL;BROUSSE;4.17;Elena HANSEN
222912;16;PICQUIGNY;MESNIL ST GEORGES;42.711;Lyubov MOROZOVA
70923;17;LA FORET STE CROIX;ST HILAIRE;12.284;Piotr BECKER
163995;3;BLAIGNAN PRIGNAC;MONTUSSAN;60.56;Natalya TAYLOR
239749;24;GENSAC;CAUMONT;8.64;Jan TAYLOR
216598;11;ST JEAN DE BOISEAU;STE ANNE SUR VILAINE;60.508;Petra POPOVA
159696;16;VANCAIS;ST MARTIN DU CLOCHER;27.771;Alina HERNANDEZ
211680;10;ST PAL DE MONS;ST MARTIN SEPERT;220.296;Vera VOLKOVA
298777;4;CHADURIE;BOURDEILLES;39.541;Mario KOVÁCS
24413;8;BEZOUCE;JONQUIERES ST VINCENT;6.917;Rosa HOFFMANN
196998;15;ESSOUVERT;BONNEUIL;56.392;Maksim JIMENEZ
87654;6;BREMOY;GRIMBOSQ;25.112;Paul MARTINEZ
287960;14;BEAUREPAIRE;VILLAINVILLE;1.571;Ekaterina LOPEZ
290458;11;DOMONT;HERBLAY SUR SEINE;13.057;Rosa MORENO
152144;13;LA CHAISE DIEU;DORE L EGLISE;8.272;Francisco MOROZOVA
51355;8;BRENON;LA GARDE;7.644;Alexander SANTOS
115725;15;ST MANVIEU NORREY;VILLONS LES BUISSONS;8.514;Sergey NIELSEN
152997;6;VUE;LAVAU SUR LOIRE;14.74;Mariya GOMEZ
66900;17;LAHONCE;BAYONNE;5.645;John ROBERTS
271311;30;MONTRODAT;MONTJAUX;61.165;Christian VOLKOVA
69755;5;CANAVAGGIA;ROUSSET;313.814;Jan VARGA
102026;4;CORSEUL;ST RIEUL;19.289;Ekaterina MARIN
202779;18;PEAULE;ST GILLES CROIX DE VIE;104.226;Aleksey WAGNER
252956;17;VITTEL;VITRIMONT;56.378;Pavel SZABÓ
3875;19;SOTTEVILLE LES ROUEN;COMBON;38.258;Vladymyr IVANOV
92870;35;MONTLAUZUN;LEGUEVIN;78.505;Ana JIMENEZ
223499;23;ST FRONT;MOUZON;27.865;Irina MÜLLER
27629;1;GASSIN;L AIGUILLON LA PRESQU ILE;708.043;Wolfgang MILLER
220650;3;SOLLIES PONT;SOLLIES TOUCAS;6.649;Olga GARCIA
261457;27;OCHANCOURT;PORT LE GRAND;12.147;Denis MEYER
178428;13;OLLIERES;SEILLONS SOURCE D ARGENS;4.913;Manfred NAGY
294677;2;OBERROEDERN;NIEDERLAUTERBACH;11.019;Richard GONZALEZ
264773;45;SAUCATS;MERIGNAC;20.529;Laura COSTA
213757;20;VALMASCLE;ST MARTIN DE L ARCON;25.52;Lyubov PETROVA
111887;3;GONNEVILLE SUR MER;HOULGATE;2.455;Francisco NOVIKOVA
185277;13;MENIL GONDOUIN;ST HILAIRE DE BRIOUZE;5.239;Ana WAGNER
14286;25;CEILLAC;NEVACHE;46.478;Ana ROSSI
30792;16;CHATEAUFORT;MONTCLAR;28.45;Vladymyr VARGA
126847;12;ST MORILLON;CARIGNAN DE BORDEAUX;19.104;Mario SILVA
132063;9;RISCLE;ST MICHEL DE CASTELNAU;72.201;Juan WILLIAMS
84329;20;BECHERESSE;VOEUIL ET GIGET;11.97;Petra SANCHEZ
3566;4;LE PIN;PUYGAILLARD DE LOMAGNE;10.059;Aleksandra ZIMMERMANN
296917;17;ST SEURIN DE BOURG;SOUSSANS;9.117;Pavel PEREZ
64788;2;TOURNOUS DEVANT;BURG;10.799;Marta VASILEVA
181952;12;TOY VIAM;MOUTIER D AHUN;51.663;Giuseppe FERNANDEZ
180236;17;THENAC;CHERMIGNAC;2.755;Francesco PAVLOVA
178177;17;CREYSSE;ST PERDOUX;14.267;Pavel HANSEN
100325;3;BOIS;ST GERMAIN DE VIBRAC;23.409;Maksim ROMERO
99311;26;ST FORT SUR LE NE;PAILLE;45.357;Tatyana SOKOLOVA
145375;12;JAZENNES;TANZAC;2.934;Dmitriy BAUER
55461;1;BORDEAUX ST CLAIR;ST VINCENT CRAMESNIL;22.671;Serhei WILLIAMS
114441;25;BEAUCHASTEL;LA MOTTE FANJAS;44.29;Pavel ROBERTS
236988;4;LESPITEAU;ST ELIX SEGLAN;16.111;Francisco WILLIAMS
254438;8;LESPOURCY;BALEIX;2.454;Klaus GUTIERREZ
210211;28;LAMARGELLE;LIEUCOURT;61.319;Sandra SCHMIDT
234831;24;BURZET;SAUZET;50.042;Jean GUTIERREZ
141453;6;FOSSEMANANT;LAHOUSSOYE;26.512;Natalya TAYLOR
80142;17;TREOGAN;ST THURIEN;26.495;Maksim ALONSO
194011;2;SALOUEL;CLAIRY SAULCHOIX;5.481;Mariya RAMOS
131133;27;LICHERES SUR YONNE;OULON;35.78;Aleksandr WILLIAMS
30489;5;CHALEY;BEARD GEOVREISSIAT;26.25;Andrey KUZNETSOV
205605;16;ESCLES ST PIERRE;BEAUCOURT SUR L HALLUE;53.012;Roman JOHNSON
18989;6;COLOMBIERS;PUISSALICON;17.183;Tatyana KOVÁCS
240766;9;LES CAMMAZES;SOUILLAC;173.647;Jose HUBER
102846;8;MONGUILHEM;BOURDALAT;3.309;Christian LOPEZ
170225;14;LA CHAPELLE ST MAURICE;GIEZ;8.051;Piotr MÜLLER
17540;23;LA CASSAIGNE;MONTCLAR;21.529;Vasylyi SMIRNOVA
85496;5;VOINEMONT;MAIZIERES;81.703;Andrey HUBER
248527;12;STE MARIE DU MONT;LE TOUVET;6.233;Natalya SMITH
273799;5;LE BOUPERE;LA REORTHE;21.59;Tatyana TÓTH
285389;1;LANDREVARZEC;ST CYR L ECOLE;460.238;Anton JENSEN
295503;5;PONTENX LES FORGES;AUREILHAN;9.404;Igor SCHMID
38027;2;LACOURT;EYCHEIL;2.742;Martin ROSSI
207467;5;MAISNIL;HERLIN LE SEC;1.917;Juan SANTOS
171203;9;EQUILLY;PORT BRILLET;85.048;Laura GUTIERREZ
161427;20;MOUZIEYS PANENS;LIVERS CAZELLES;8.235;Paul ROBERTS
46595;39;MONNES;VINCY REUIL ET MAGNY;86.525;Elena KLEIN
37195;20;MONTAGNY;ST MICHEL DE MAURIENNE;26.683;Hans SCHNEIDER
144397;40;LALLEY;LE MONESTIER DU PERCY;5.049;Claude NAGY
168624;2;NANTEUIL;CIVRAY SUR ESVES;95.033;Alexander POPOV
106079;15;NOYEN SUR SEINE;HERME;3.802;Anne WAGNER
219659;4;BLANQUEFORT;LA TOUR DU CRIEU;94.045;Piotr ANDERSSON
216016;24;ARZENC DE RANDON;MAZAN L ABBAYE;37.756;Natalya RAMOS
296474;3;CUSSAC FORT MEDOC;COMPS;11.972;Anton MUÑOZ
179863;2;MONTBRUN LAURAGAIS;MONTGISCARD;4.051;Maksim IVANOV
88476;13;OLENDON;OUILLY LE TESSON;3.835;Hans MAGOMEDOV
282925;14;ST ANTONIN DU VAR;AMPUS;14.653;Anne SCHÄFER
124336;9;ALLAND HUY ET SAUSSEUIL;CAUROY;19.032;Marta GARCIA
95681;8;ST JULIEN DE LA NEF;ST BEAUZELY;61.883;John SCHÄFER
270383;20;CASSON;SUCE SUR ERDRE;5.103;Sergey NOWAK
53786;12;BIZE MINERVOIS;CAZEDARNES;16.502;Evgeniy MEYER
216464;18;TOUVRE;LES METAIRIES;34.945;Giuseppe MARTINEZ
224773;1;MONTMARTIN SUR MER;LA MOUCHE;26.376;Karin EVANS
44644;10;BUXIERES LES MINES;ST YORRE;59.833;Jan GUTIERREZ
181610;26;ALVIGNAC;MAYRINHAC LENTOUR;9.697;Valentyna VARGA
260263;6;LANDIRAS;ST MICHEL DE RIEUFRET;6.428;Jose FERREIRA
252539;13;CROTENAY;CHEZERY FORENS;59.449;Patrick ALONSO
2268;17;COULOMMES;MUR DE SOLOGNE;191.536;Antonio GARCIA
204662;5;ST DESIR;AUTHOU;37.99;Svetlana LOPEZ
186335;8;TINCOURT BOUCLY;RAMICOURT;20.366;Hans GONZALEZ
76105;31;ST SAVIN;ST MARIENS;5.552;Anne ROSSI
271569;11;GRIMBOSQ;STE HONORINE DE DUCY;26.937;Anton BAUER
298565;6;VILLEDOUX;NIEUL SUR MER;8.159;Laura FERRARI
146312;19;MORAGNE;BORDS;9.175;Christian PAVLOVA
217473;6;CUHON;TERNANT;104.132;Nadezhda KRAVCHENKO
186012;31;VENASQUE;MALEMORT DU COMTAT;3.787;Andrei MAGOMEDOV
275885;12;LA TALAUDIERE;ST VINCENT DE SALERS;150.491;Pavel BAUER
233782;30;CHERISEY;HAYES;20.268;Olha ROBERTS
282239;17;LAVILLATTE;LACHAPELLE GRAILLOUSE;9.44;Aleksandr LOPEZ
2926;16;FRESNOY AU VAL;HEUCOURT CROQUOISON;15.838;Ekaterina KUZNETSOV
204796;10;BLAIGNAN PRIGNAC;VALEYRAC;9.15;Elisabeth SCHULZ
137863;19;BALNOT LA GRANGE;MAISONS LES CHAOURCE;3.371;Valentyna JOHANSSON
166666;26;MAYRES;LENTIOL;110.334;Sandra RODRIGUEZ
105086;8;MISY SUR YONNE;VILLEMANOCHE;9.495;Aleksandr TAYLOR
297913;13;BERUGES;VAUSSEROUX;26.035;Michel PEREZ
55869;17;ST CLEMENT LES PLACES;HAUTE RIVOIRE;4.786;Ekaterina SANCHEZ
39391;10;LIMENDOUS;ST ABIT;12.609;Francisco KOVÁCS
257754;24;VAL DE LA HAYE;QUEVILLON;3.849;Monika BRAUN
209133;27;LIGNAC;SAUMUR;131.511;Dmitriy HUBER
101558;12;VALDERIES;SALLES;16.356;Dmitriy MILLER
237650;12;CAUMONT;BOUZON GELLENAVE;11.05;Roman WEBER
257276;7;KERSAINT PLABENNEC;LE RELECQ KERHUON;8.891;Maryia KOVÁCS
165956;22;LE VALTIN;METZERAL;10.978;Elena FERRARI
90385;27;PONT STE MARIE;LAUBRESSEL;9.632;Nykolai ROMERO
106934;15;LA CHAMPENOISE;NOYERS SUR CHER;47.965;Barbara RICHTER
236657;28;MONCAUP;MONGUILHEM;43.086;Ana POPOVA
18713;27;LE MESNIL CONTEVILLE;CATHEUX;3.605;Nykolai HERNANDEZ
204848;2;SAZILLY;L ILE BOUCHARD;5.568;Natalya KOVÁCS
16237;22;ST HAON;CAUX;153.556;Anton RAMOS
214174;7;EPINIAC;CUGUEN;7.425;Christian IVANOV
125075;10;ST MICHEL DE BOULOGNE;MASSILLARGUES ATTUECH;82.763;Vera POPOV
169045;13;ANOUX;BOULIGNY;8.959;Giuseppe FERREIRA
59634;1;LIHUS;HETOMESNIL;3.007;John ROBERTS
149315;23;THAIRE;VAIRE;82.102;Thomas POPOVA
22311;11;LA LANDE ST LEGER;ST ANDRE D HEBERTOT;3.204;Nikolay BECKER
114843;6;OUZOUER SOUS BELLEGARDE;BAULE;63.724;Barbara SMIRNOVA
43192;17;HAUTES DUYES;LAYE;50.461;Wolfgang FERNANDEZ
19728;2;TARADEAU;LORGUES;6.255;Giuseppe RODRIGUEZ
89920;21;VENESMES;JOURNET;108.394;Nykolai MEIER
207542;23;VIALAS;LES SALLES DU GARDON;19.368;Elisabeth SCHULZ
277711;27;OZOUER LE VOULGIS;COURTOMER;8.863;Mario PEREZ
92086;5;LA CHAPELLE PALLUAU;AIZENAY;5.47;Vera FERNANDEZ
200616;3;STE RADEGONDE;LA VALLEE;5.074;Manfred KLEIN
57534;24;CALLEN;LE SEN;15.998;Jose MILLER
27333;7;CAZENEUVE MONTAUT;MONTOULIEU ST BERNARD;6.652;Ivan MAGOMEDOV
220026;6;DURBAN SUR ARIZE;ST LARY;41.19;Aleksandra MEYER
154359;30;ST PAUL AUX BOIS;MANICAMP;2.751;Paul FERRARI
195496;5;PERIGUEUX;HAUTEFORT;34.069;Mikhail JOHANSSON
133702;24;ST DENIS SUR HUISNE;COMBLOT;4.212;Andreas RODRIGUEZ
26635;2;LES COSTES GOZON;ST AFFRIQUE;7.748;Antonio MILLER
137880;12;CRAVANS;ST SIMON DE PELLOUAILLE;3.423;Yvan HERNANDEZ
178449;15;ST GERAUD;COURS DE MONSEGUR;4.055;David SIMON
176150;2;ILE D AIX;ST ROGATIEN;16.769;Vasylyi BROWN
42916;7;BARRET;ST GERMAIN DE MONTBRON;50.861;Vera ZIMMERMANN
62857;19;BELFONDS;LIGNERES;20.317;Igor KARLSSON
281111;6;ANDIRAN;LANNES;8.777;Michel RICHTER
112261;26;ST HILAIRE DE LA COTE;CHAPAREILLAN;49.766;Jan POPOVA
288330;4;LENING;LANDROFF;14.748;Yuliya THOMAS
292409;1;BAGES;CAPENDU;35.182;Elisabeth MARTINEZ
54053;28;LE HANOUARD;PLEINE SEVE;12.856;Alina KRAVCHENKO
148992;1;ST PRIVAT;LAPLEAU;19.054;Mária POPOVA
132020;16;HANNONVILLE SUZEMONT;LATOUR EN WOEVRE;2.561;Giuseppe FERREIRA
7650;2;CHATEAUNEUF SUR LOIRE;OUVROUER LES CHAMPS;6.672;Anne SCHMIDT
227573;18;ST PAUL CAP DE JOUX;ST GERMIER;19.923;Aleksandra SCHMID
59513;16;ST MEARD;ST PARDOUX CORBIER;25.598;Christine JOHANSSON
200887;14;GEAUNE;BAS MAUCO;23.587;Brigitte TAYLOR
18538;9;RENE;ST REMY DU VAL;8.393;Christian HANSEN
2816;27;LA CONDAMINE CHATELARD;JAUSIERS;10.976;Natalya BECKER
161046;18;MENOUVILLE;CHAVENCON;9.079;Aleksandr SMIRNOVA
96234;22;COLOMBEY LES BELLES;ROCHES BETTAINCOURT;53.116;Olga NOVIKOVA
218412;18;MARIGNIEU;VONGNES;1.452;Olga SHEVCHENKO
62829;28;LE MONASTIER SUR GAZEILLE;LES VASTRES;21.528;Andrei MORENO
134224;17;BUSSAC FORET;CERCOUX;15.735;Sergey BECKER
233774;5;GANAGOBIE;LA ROCHEGIRON;22.872;Werner KOCH
66208;34;LES COMBES;ROCHEJEAN;39.868;John WILSON
242955;14;GANS;ESTIGARDE;46.469;Olga SHEVCHENKO
101784;19;ST MARTIN DE L ARCON;CAMPESTRE ET LUC;51.95;Ivan SHEVCHENKO
226393;7;MANOSQUE;FORCALQUIER;13.939;Juan KUZNETSOV
283692;8;ST GILLES LES FORETS;NEUVIC ENTIER;12.201;Thomas POPOVA
90930;11;BLEMEREY;VEHO;3.19;Klaus VARGA
124715;3;BELLEY;PANOSSAS;38.981;Michael SILVA
138669;1;TROIS VILLES;TARDETS SORHOLUS;2.496;Hans RUIZ
198240;7;LAMELOUZE;VEBRON;34.057;Tomasz HERNANDEZ
46814;1;ONNION;MEGEVETTE;3.188;Sergey LOPEZ
209349;21;ORROUY;ATTICHY;18.902;Manfred MEYER
289492;26;MONTDURAUSSE;LA SAUZIERE ST JEAN;5.46;Alexander WOLF
253026;28;VIEUX RUFFEC;BOUEX;43.811;Richard SANCHEZ
103340;34;BURNHAUPT LE HAUT;LONGCHAMP;70.205;Peter HUBER
269421;20;CORDES SUR CIEL;CAMPAGNAC;10.048;Hans SCHNEIDER
23133;34;HERBEUVILLE;DONCOURT AUX TEMPLIERS;6.214;Claude FISCHER
151234;3;REDANGE;THIL;2.22;Josef BROWN
290291;3;NABAS;LAHOURCADE;21.061;Petra RUSSO
132341;24;BRANNENS;SOUMENSAC;43.002;Irina MARTINEZ
143654;19;NEYRON;NIEVROZ;9.978;Olha WILLIAMS
20207;14;CONTREGLISE;SAPONCOURT;3.284;Sandra KUZNETSOV
115593;31;HOUILLES;LE MESNIL ST DENIS;26.285;Brigitte SCHULZ
93540;12;AMBONIL;LA VOULTE SUR RHONE;10.305;Sergey FERNANDEZ
36778;5;JEUGNY;LIREY;5.072;Josef KOVALENKO
221337;3;MINOT;VILLAINES EN DUESMOIS;26.492;Maryia HOFFMANN
179373;9;NAILHAC;ST JUNIEN LA BREGERE;86.666;Peter MORENO
63089;3;RESTINCLIERES;CLARET;19.912;Vladimir WILSON
290346;16;ANGERVILLE;QUARRE LES TOMBES;183.054;Anastasiya MEYER
267882;2;WITTENHEIM;LE HAUT SOULTZBACH;21.33;Angela MEIER
248573;9;CHERIGNE;ST FRAIGNE;21.312;David IVANOVA
51676;10;LE CENDRE;PERIGNAT SUR ALLIER;3.386;Yvan SCHNEIDER
113399;8;ST OUEN DOMPROT;MESNIL LA COMTESSE;19.36;Francisco WILSON
296000;16;COUTOUVRE;VILLERS;5.968;Karin FERREIRA
273997;13;GUENROUET;QUILLY;4.809;Eva FERNANDEZ
54840;14;AULNAY;BERTHEGON;13.432;Aleksandra JOHNSON
85210;1;MONTRIOND;ESSERT ROMAND;6.486;Valentyna PETROV
151924;3;LE CHAFFAUT ST JURSON;ST JEANNET;5.193;Christian HOFFMANN
65715;8;ST LUC;FOUCRAINVILLE;8.228;Marina SMIRNOVA
86096;16;BERTHENICOURT;RENANSART;7.649;Vladymyr MARTINEZ
207681;16;BOURNAND;CHOUPPES;30.476;Michael BROWN
197290;10;ANDOINS;LEE;5.289;Mária SCHMIDT
1846;1;HAUTS DE BIENNE;LA FRESNAIS;631.655;Francesco BAUER
241204;15;BRILLAC;ST PRIEST LES FOUGERES;61.646;Andrea WEBER
87489;19;SEMEZIES CACHAN;ORNEZAN;11.155;Michel MILLER
114851;19;ST PAUL LES ROMANS;CHATILLON ST JEAN;4.2;Dmitriy ALONSO
81954;12;TIERCE;ETRICHE;3.955;Vladimir RAMOS
227152;24;COURCAIS;LA PERCHE;21.049;Alexander SCHULZ
282468;10;VELLEGUINDRY ET LEVRECEY;GUYONVELLE;44.13;Andrei MARIN
75579;19;STE MARIE LAPANOUZE;MONESTIER PORT DIEU;13.324;Richard WOLF
24189;13;CHAILLY LES ENNERY;FAILLY;5.632;Petra FISCHER
150591;15;VETRE SUR ANZON;ESSERTINES EN DONZY;39.153;Vasylyi IVANOV
66527;4;MAURIAC;LE VIGEAN;3.951;Daniel GUTIERREZ
112353;22;TIL CHATEL;RIVIERES LE BOIS;32.096;Serhei NAGY
195304;19;ST JUST LUZAC;CHAILLEVETTE;7.244;Yuliya WILLIAMS
76882;6;GRAND AIGUEBLANCHE;HAUTECOUR;2.836;Michel ALVAREZ
194124;6;DESGES;MORNAND EN FOREZ;89.648;Andrey MUÑOZ
246443;10;VENDARGUES;VALERGUES;7.918;David DAVIES
214722;27;FERRIERES;LOUVIE SOUBIRON;7.499;Jan LOPEZ
8452;15;AUTHON DU PERCHE;UNVERRE;13.634;Oksana MILLER
298702;6;REVEST LES ROCHES;GILETTE;3.998;Josef MORENO
289074;3;BOMMES;MAZERES;9.312;Andrea ZIMMERMANN
105486;12;ST JEAN DE BASSEL;VAXY;32.117;Vera JONES
142132;5;VOIGNY;LIGNOL LE CHATEAU;4.28;Evgeniy PEREZ
170129;28;GUESSLING HEMERING;INSMING;17.666;Josef PETROV
118965;34;LAURESSES;ROUFFIAC;27.432;Maryia HOFFMANN
199459;32;FOUSSAIS PAYRE;ST MICHEL LE CLOUCQ;5.896;Evgeniy SCHÄFER
274950;10;VIOLS EN LAVAL;LAROQUE;20.151;Wolfgang VOLKOVA
96881;29;ST NAUPHARY;LEOJAC;4.893;Werner BECKER
266327;20;MAURINES;HUPARLAC;31.406;Olga HOFFMANN
98938;10;TOURNANS;ESPRELS;16.358;Brigitte KOVALENKO
279963;14;MONTCHAUVET;BOISSY SANS AVOIR;14.805;Mariya RUSSO
49422;6;MONS;GAILHAN;32.69;Natalya KOVÁCS
55715;7;ROTTIER;FELINES SUR RIMANDOULE;31.039;Igor HERNANDEZ
179097;14;ST GERMAIN DES PRES;LA SELLE EN HERMOY;5.411;Giovanni NAVARRO
66141;28;ST MARTIN DU BOSCHET;JUTIGNY;30.357;Alexander MOROZOVA
127226;40;ANGLES;LA LIMOUZINIERE;69.296;Sandra GOMEZ
24757;10;ST QUAY PORTRIEUX;PLENEUF VAL ANDRE;24.38;Anton GARCIA
83818;11;VAUMOISE;FEIGNEUX;5.408;Petra JONES
270787;5;ANNECY;MENTHON ST BERNARD;7.135;Denis BROWN
46246;5;ARLANC;BEURIERES;4.538;Valentina JENSEN
154189;31;ARMANCOURT;CHOISY AU BAC;12.45;Serhei RUIZ
176672;7;EPINIAC;BROUALAN;4.117;Alexander MARIN
19938;24;CHEZELLES;LURY SUR ARNON;123.308;Tatyana JENSEN
283448;27;FONTENAY SUR VEGRE;MONTSURS;38.39;Christian FERREIRA
229279;15;STE HELENE;RAMBERVILLERS;6.45;John SHEVCHENKO
51839;1;ENFONVELLE;CLAUDON;18.375;Barbara VASILEVA
273479;23;ETREPILLY;EPAUX BEZU;2.352;Eva NOVIKOVA
42662;12;ST AMAND SUR FION;CONDE SUR MARNE;39.888;Jose RODRIGUEZ
170656;12;ST VINCENT;AVEZE;40.885;Valentyna VARGA
45955;27;ST PIERRE DE MESAGE;LE CAIRE;78.746;Rosa RUIZ
275279;16;CHERVES CHATELARS;POUILLE;81.431;Rosa TÓTH
88132;10;FAUCON DE BARCELONNETTE;LES THUILES;9.682;Thomas COSTA
21022;7;CROIX CHAPEAU;AIGREFEUILLE D AUNIS;4.45;Petra SANCHEZ
293823;18;DONTRIEN;BUSSY LE CHATEAU;21.9;Tatiana ALVAREZ
266005;7;NIEUL SUR MER;L HOUMEAU;2.273;Antonio ALVAREZ
